"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI54_005067-T1",36.3912,21.8278,29.1136,26.5588,28.5629,28.6282,81.8105,93.3302,29.1426,54.632,49.8548,46.4183,48.7349,74.2962
"HMI54_005071-T1",28.5228,18.2338,27.7161,28.8257,19.2036,24.1202,57.5757,59.5931,56.7465,43.8121,59.0039,59.5788,57.4035,68.1216
"HMI54_005072-T1",46.372,49.6556,61.4119,52.2404,52.7373,38.4619,97.9212,83.141,133.126,154.501,186.334,157.696,150.387,120.137
"HMI54_005073-T1",38.296,25.0884,35.3178,35.6357,24.8593,28.4493,84.3111,109.361,54.4659,35.7644,64.5571,70.9871,56.1663,74.5752
"HMI54_005074-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005076-T1",13.066,7.11665,5.58534,11.8031,11.6688,11.6309,20.2378,27.6065,10.7815,6.50372,15.0181,15.5479,12.5701,13.1468
"HMI54_005080-T1",36.7982,27.2072,47.9517,42.9171,29.2785,32.6846,74.1682,88.864,87.8277,104.485,103.775,106.177,88.224,105.893
"HMI54_005081-T1",1700.78,1472.4,1366.92,1226.57,1528.66,1459.36,649.134,725.51,1415.16,1208.88,1953.68,1810.72,1520.39,2076.11
"HMI54_005082-T1",0.767821,3.24286,4.39272,2.3303,2.58841,2.16188,7.27873,7.37511,15.0487,15.0362,32.3598,31.0923,21.5413,23.9908
"HMI54_005083-T1",41.4835,27.8483,37.7002,31.9654,32.0574,38.9178,128.371,126.205,36.4323,40.975,48.1466,49.3209,39.5637,45.4408
"HMI54_005084-T1",0.00534337,3.07787,30.182,25.8488,16.4606,14.485,47.6342,52.9625,38.2279,64.5624,36.6399,50.4955,50.7916,58.8809
"HMI54_005085-T1",0,0,0,0,0,1.94909,0.372992,0.79008,1.89153,2.18227,2.17113,2.69409,3.2719,1.14391
"HMI54_005086-T1",0,0,0,0,0,0,1.40937,8.54472,0,0,1.13224,0,2.66494,3.93542
"HMI54_005087-T1",0,0,0,0,2.72024,0,2.47804,1.67376,0,17.2196,1.33307,1.9875,1.6207,3.93272
"HMI54_005089-T1",24.4418,23.8973,35.2318,26.7574,30.6294,26.2686,28.1617,30.1433,53.8348,35.5655,46.7368,55.1961,48.1294,45.6911
"HMI54_005091-T1",19.64,14.9472,18.4837,16.1783,14.5178,18.4062,8.88041,9.75639,26.9617,27.2087,42.3341,35.9723,31.1839,39.6536
"HMI54_005097-T1",79.7999,74.6992,55.3539,47.7127,90.346,88.5658,298.154,380.375,66.3322,109.27,96.5689,109.078,87.081,167.57
"HMI54_005099-T1",14.7619,11.9335,13.3877,16.3082,14.8232,13.1549,46.1952,57.2715,14.5717,29.3864,24.9046,22.2474,23.2122,30.9268
"HMI54_005100-T1",46.6299,61.4119,72.7491,73.0489,57.0503,62.9818,90.0484,111.101,119.078,155.594,178.674,185.054,144.305,211.108
"HMI54_005102-T1",0,0,4.75042,2.2581,0,0,0.959997,0,0,0,1.54142,0,0,0
"HMI54_005103-T1",0,0,1.29381,0,0,0,0.272592,0,0.928393,0,2.29441,0.990869,1.62134,0.842128
"HMI54_005104-T1",21.6874,16.8733,20.8333,20.9819,20.0261,18.4434,62.1666,71.9381,25.9472,45.3469,45.5334,43.5494,44.8782,53.4804
"HMI54_005105-T1",53.44,40.1068,32.5678,39.7725,38.13,41.5655,14.0012,12.2728,9.65834,9.93898,9.20175,8.70132,12.5325,10.1545
"HMI54_005106-T1",62.2233,40.7579,38.8794,43.9336,51.0945,49.627,62.1701,68.0422,57.0533,51.7985,70.9889,69.9469,61.154,112.516
"HMI54_005107-T1",1.44555,2.42353,3.48119,4.65934,3.46834,3.4356,9.48147,9.13085,6.05189,10.3926,11.1918,11.0682,9.49995,11.5008
"HMI54_005115-T1",48.3954,36.6843,27.5087,26.9381,36.2229,31.2922,16.2911,16.9626,15.1507,23.6762,19.8642,22.0427,18.7195,23.1891
"HMI54_005117-T1",436.895,380.653,432.509,332.449,384.889,375.269,438.676,438.336,445.339,304.756,836.452,683.317,495.631,926.5
"HMI54_005119-T1",24.9085,17.3993,23.9587,24.8397,23.9044,22.9586,139.391,152.769,42.8149,60.1008,49.3487,50.3871,54.3591,49.6495
"HMI54_005120-T1",0,0,0,0,0,0,1.58426,0,0,0,0,3.23038,0,0
"HMI54_005122-T1",279.216,149.846,131.089,151.045,148.249,126.88,181.155,221.907,123.251,160.841,166.963,146.818,109.71,162.657
"HMI54_005123-T1",132.567,180.448,307.76,253.747,138.306,141.666,316.986,317.82,491.99,496.725,445.512,370.501,484.454,437.878
"HMI54_005124-T1",29.175,32.0466,30.3019,39.0281,30.4355,29.5285,104.806,139.282,32.6539,40.1008,38.2371,40.9252,36.0964,38.7744
"HMI54_005126-T1",56.1918,38.393,56.6675,55.7112,55.7566,48.1042,40.4048,40.1783,44.4432,54.2091,62.0823,60.6952,58.1092,87.0534
"HMI54_005127-T1",0,7.11267,13.6831,14.5999,4.86845,2.51398,12.0728,12.833,68.0118,64.2888,78.5566,81.1971,68.3828,67.8645
"HMI54_005128-T1",0.914817,3.15895,11.2393,6.99088,3.35173,2.28247,12.7918,11.0405,42.9219,53.1622,44.9153,48.3288,49.3423,57.2031
"HMI54_005142-T1",0,0,0.394574,0.348868,0,0.281547,0.675074,0.361675,0.291314,0,0.141509,0,0,0
"HMI54_005144-T1",4832.59,3660.37,3272.28,3215.75,3910.1,3684.21,1763.26,1645.25,4315.96,3083.99,5156.55,5331.46,4686.47,4881.7
"HMI54_005145-T1",74.1784,50.4322,76.9885,51.0467,61.5118,51.3285,81.5595,81.0921,109.776,115.358,114.811,122.163,116.254,116.134
"HMI54_005147-T1",7.82593,9.83682,10.6373,9.54029,10.588,11.3515,8.3471,7.48673,17.8233,18.479,20.284,19.1054,22.0516,19.8024
"HMI54_005148-T1",27.4005,19.4777,44.9627,32.3531,35.0027,27.7889,33.9585,34.2694,34.6569,53.9314,74.4893,87.6869,72.9059,151.22
"HMI54_005149-T1",2.60308,0,0,0,0,0,2.23273,5.15188,0.881167,14.1653,4.29035,4.11719,5.96633,1.81451
"HMI54_005150-T1",0,0.230388,0,0.76206,0.194118,0.204797,0.121251,0.262705,0,0,0.102082,0.142466,0,0
"HMI54_005151-T1",96.7091,102.278,110.659,97.6413,111.841,109.911,104.108,98.4334,99.089,116.633,133.682,129.279,138.789,146.136
"HMI54_005152-T1",4.71407,5.073,10.5048,7.71269,6.97807,7.2382,16.0415,18.2916,2.14197,2.52865,9.82108,6.80784,14.2834,15.0514
"HMI54_005153-T1",18.7668,46.1329,50.1998,81.8865,89.3223,17.5964,140.455,229.057,27.5897,37.1679,87.4282,98.1462,54.4704,106.096
"HMI54_005156-T1",19.3947,7.49767,14.2978,16.6771,16.1211,12.8963,83.8068,94.672,24.5667,27.6848,25.1608,25.6928,36.2653,36.9353
"HMI54_005162-T1",8.0068,0.843696,2.68519,1.90174,1.40266,0.373497,6.33678,7.41746,4.16373,1.33137,15.2433,25.4668,28.9106,16.747
"HMI54_005163-T1",33.3678,32.9503,26.788,25.1288,26.5221,32.2755,25.8068,26.2952,42.0761,57.36,118.842,111.782,255.874,221.845
"HMI54_005164-T1",14.2624,10.7482,15.4154,14.2092,10.4385,13.7336,28.3978,28.8049,25.342,32.9767,37.1997,35.595,34.214,38.1981
"HMI54_005165-T1",23.1858,23.7735,36.0434,33.727,25.8779,22.7394,47.1137,51.1178,28.5563,41.6839,48.6805,44.9604,41.8656,51.4942
"HMI54_005166-T1",1.14762,0.338757,5.09831,3.21144,1.85294,1.87074,9.06463,9.07873,11.0045,22.2598,14.1157,14.381,15.1146,26.9545
"HMI54_005168-T1",90.9565,43.6009,51.0861,37.6814,47.5422,48.3223,114.976,161.446,133.168,54.6802,162.733,176.818,99.3108,161.853
"HMI54_005173-T1",16.9324,18.8253,31.5431,31.7004,18.0954,18.2686,30.3075,29.459,36.416,49.9411,39.1063,36.7,38.5497,35.5552
"HMI54_005176-T1",15.4438,60.5009,52.3975,41.4267,46.4486,28.9805,3.45119,1.2766,4.54713,3.02155,2.05443,2.39727,1.49187,1.48158
"HMI54_005178-T1",53.8415,35.3668,73.6077,59.0432,75.7023,45.0313,181.675,193.175,60.8205,89.2944,81.6543,96.1924,98.086,70.1614
"HMI54_005186-T1",12.5599,11.6264,15.4443,17.4923,10.6762,12.5708,33.2792,37.4505,23.4082,34.2289,28.6522,30.2414,26.6228,33.8413
"HMI54_005187-T1",10.1046,5.65939,5.64285,8.35035,6.62685,8.2022,10.6636,8.86463,4.38712,12.3518,9.55431,11.6646,9.14472,13.2171
"HMI54_005188-T1",54.4251,44.8619,54.4615,48.7225,55.0747,46.9302,66.3562,70.5519,42.7728,38.625,50.6227,52.0516,58.2901,65.6187
"HMI54_005190-T1",4.32547,4.22008,7.93395,8.04371,5.59419,4.70584,14.9926,15.1758,14.0798,16.2194,21.8644,21.5842,19.7092,22.4585
"HMI54_005191-T1",106.523,107.933,171.594,154.736,108.915,126.735,226.328,245.91,175.205,169.948,225.251,228.301,169.262,192.48
"HMI54_005192-T1",7.41195,14.1044,27.2591,33.6943,21.7278,13.4452,46.9337,45.1308,44.5405,41.1389,48.8264,48.7744,49.9706,49.4953
"HMI54_005193-T1",287.88,163.477,213.369,225.124,202.464,215.548,30.209,30.8271,31.1712,46.6404,43.5553,48.9507,35.0031,59.1262
"HMI54_005194-T1",9.68991,7.05414,3.99482,5.90136,6.69625,6.06032,9.67341,9.41111,3.22286,2.559,3.78217,3.46034,6.39327,8.21545
"HMI54_005195-T1",57.8506,53.5274,86.6989,72.0157,71.0617,49.9832,127.369,114.335,94.9807,74.8373,109.778,123.806,105.385,133.128
"HMI54_005198-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005199-T1",0,0,0,0,1.5752,0,0,0,0,0,0,0,0,0
"HMI54_005215-T1",61.5145,41.9306,85.6211,66.9607,46.8935,61.3016,116.517,83.4852,458.812,370.565,749.532,785.129,618.673,788.237
"HMI54_005216-T1",142.711,102.311,144.925,129.954,121.664,118.68,189.99,220.855,170.188,243.118,227.622,217.256,206.969,312.961
"HMI54_005218-T1",21.6515,16.4989,18.8639,18.6129,18.9549,18.8538,100.593,118.767,15.9573,31.3835,24.9612,22.6613,28.1473,40.08
"HMI54_005231-T1",0,2.25707,3.36586,0.790402,0.510006,0.569779,4.68683,4.67278,1.69353,0,4.98268,3.30188,2.6981,3.91076
"HMI54_005234-T1",14.9386,9.48569,16.674,14.316,11.9824,12.7176,25.9748,29.2376,36.2399,36.7676,41.7735,45.6017,38.494,46.0676
"HMI54_005235-T1",20.0382,12.1494,15.4625,15.1038,11.1663,14.8886,67.1227,76.8175,21.7474,28.7418,20.8435,24.9805,24.3551,27.2187
"HMI54_005238-T1",27.1344,19.2309,24.2178,23.3359,17.5544,19.1652,52.5626,63.646,39.3205,33.0541,49.5792,45.5622,44.8116,55.5817
"HMI54_005240-T1",6.891,9.24094,25.9343,16.7999,8.17463,10.6204,13.0169,14.0148,64.8033,63.9909,57.9016,58.8604,69.2038,86.5211
"HMI54_005241-T1",28.5892,14.3341,15.674,14.5374,21.4305,18.71,83.9854,87.7986,14.3031,16.9424,26.9321,27.6473,23.0453,27.6292
"HMI54_005242-T1",245.768,283.596,289.399,271.567,220.822,290.074,199.356,244.23,233.213,160.146,389.523,346.45,241.477,300.895
"HMI54_005243-T1",8.33118,36.0664,15.1208,24.2531,21.6241,4.44631,76.128,35.1117,39.3718,0,37.3466,22.1597,33.5665,30.2663
"HMI54_005246-T1",15.7043,26.4382,19.419,24.1007,25.6381,24.633,42.6327,55.7599,30.2006,19.786,43.7254,49.259,47.8774,50.0968
"HMI54_005247-T1",204.269,131.61,151.522,139.46,132.656,121.149,98.4916,100.996,137.007,138.087,136.513,131.696,101.12,100.951
"HMI54_005248-T1",9.68626,15.3573,31.9201,27.1286,20.5922,18.0201,144.009,133.74,90.9531,75.6838,85.6718,93.5834,90.399,73.8641
"HMI54_005251-T1",20.8782,26.0312,43.1373,34.4328,24.8004,16.7265,76.1961,86.5789,72.9258,70.9721,116.501,119.887,81.6242,112.024
"HMI54_005252-T1",29.3322,24.1979,31.8688,27.6731,23.5364,27.2219,80.8948,100.933,31.4874,52.5862,39.2016,39.5811,37.6545,41.4917
"HMI54_005258-T1",43.2394,39.6962,35.6403,31.4367,34.0567,40.5078,60.5237,92.6203,25.2105,27.4731,39.3354,37.4123,33.6059,51.9581
"HMI54_005262-T1",36.2847,42.6626,66.4037,58.8318,49.0456,49.6074,94.0579,94.3437,82.4228,120.231,106.393,103.869,84.6867,113.993
"HMI54_005263-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005264-T1",0.448431,0.275594,1.54607,0.767545,0.348821,0.741597,4.57213,6.63498,5.93137,4.73154,11.9337,10.5471,9.7207,13.059
"HMI54_005265-T1",308.192,263.119,205.508,261.733,293.307,280.576,513.371,536.976,410.268,326.076,622.693,627.962,524.849,826.855
"HMI54_005266-T1",30.1362,23.4176,17.7761,15.529,27.2084,23.4954,52.2147,65.17,14.9857,19.5971,30.0951,30.0276,25.9576,36.4469
"HMI54_005267-T1",9.92811,5.12011,13.5417,12.6739,5.21485,7.48484,23.2645,26.4533,42.5399,42.2612,43.0108,44.5845,44.2195,77.3457
"HMI54_005268-T1",9.8915,7.02288,16.7048,14.8355,12.2365,10.2129,23.1781,32.4203,29.58,32.7095,31.2692,34.8035,29.4774,32.1705
"HMI54_005269-T1",3.21987,1.66475,1.97798,2.16434,2.24499,1.82738,9.82288,10.7137,6.57967,4.73446,15.6229,15.6777,11.9063,14.9241
"HMI54_005270-T1",247.205,194.917,196.005,190.985,254.343,239.124,85.0792,82.0141,174.874,163.586,192.629,213.656,196.104,272.144
"HMI54_005272-T1",9.62206,6.12768,9.27268,9.24303,9.45086,5.7436,6.35017,7.82066,4.02259,4.93234,14.5688,12.313,16.5383,17.7185
"HMI54_005273-T1",2754.79,2358.96,1769.55,1840.78,2580.13,2177.22,1.02272,4.41306,1.01272,0,0.610455,0.345839,0.14272,0.451391
"HMI54_005274-T1",0.189343,0,1.13749,0.318339,0,0.154866,6.6266,5.89627,9.89557,14.9255,34.8557,32.8232,21.7569,27.0357
"HMI54_005275-T1",414.763,293.935,318.016,309.122,348.078,326.183,190.898,202.871,273.87,359.729,460.436,459.756,379.109,690.827
"HMI54_005278-T1",640.489,522.304,551.1,469.865,677.262,539.994,689.212,665.303,645.489,608.344,978.76,957.185,853.735,1007.44
"HMI54_005279-T1",576.347,444.324,355.197,411.933,463.095,435.812,61.1966,78.6038,93.3538,167.768,170.048,180.168,169.39,201.227
"HMI54_005280-T1",13.9401,20.0141,42.4625,45.89,21.9493,19.9105,28.7632,25.4389,45.906,66.3972,68.4937,56.9136,55.8716,83.4924
"HMI54_005282-T1",512.676,356.651,323.195,288.752,414.215,413.747,181.364,193.793,224.566,220.39,316.321,336.081,282.3,455.457
"HMI54_005284-T1",16.6909,15.1533,13.9394,13.6568,16.4563,17.5278,52.5724,65.2998,19.0111,26.5853,26.7461,29.011,26.6297,45.0127
"HMI54_005285-T1",0.680846,3.90823,4.24699,3.98026,3.1537,4.26973,19.5693,24.9217,10.8416,10.7132,11.6457,12.5577,12.4162,10.4684
"HMI54_005286-T1",25.0572,13.4383,16.9176,18.2078,15.9308,17.2543,34.6852,47.3024,17.4509,37.2416,25.4373,24.7059,25.648,24.9993
"HMI54_005287-T1",2.86773,5.54313,11.0575,4.29912,2.74814,7.98254,8.74198,11.3408,10.6788,7.91149,11.5837,12.29,13.8559,25.6876
"HMI54_005288-T1",14.2635,14.3563,13.3909,14.0815,14.1056,14.9147,15.3154,17.0485,8.94063,10.8951,10.4778,10.8896,10.9078,13.2791
"HMI54_005289-T1",63.9467,40.5441,45.8654,51.1211,49.2665,45.1005,27.0595,32.2634,69.1076,101.873,116.547,115.546,105.092,159.462
"HMI54_005291-T1",16.6426,4.90118,4.5922,0,11.0779,0,5.38007,0,0,0,0,0,0,0
"HMI54_005292-T1",15.627,14.9568,9.88806,12.4521,15.5678,15.9407,3.23203,4.31465,4.03953,4.94276,6.7076,6.53229,4.76191,7.52057
"HMI54_005295-T1",748.989,582.287,589.614,586.471,592.714,638.395,723.72,694.001,753.871,995.827,1128.06,1161.42,904.863,1138.02
"HMI54_005296-T1",287.961,153.718,161.518,149.859,189.565,212.874,214.209,249.963,206.268,273.701,272.603,316.573,247.323,359.48
"HMI54_005301-T1",0,0,0,0,0.351571,0,0,0,0,0.254581,0,0,0,0
"HMI54_005302-T1",506.018,603.494,486.341,327.969,697.725,657.068,47.7672,38.1907,19.4798,24.5638,13.7315,15.1635,12.7311,15.3109
"HMI54_005314-T1",0.991211,3.11742,2.84679,3.1893,3.32484,5.41862,11.6318,11.8516,6.92478,2.592,29.8179,27.2723,91.9549,59.8394
"HMI54_005315-T1",10.1215,9.46295,19.0606,16.436,14.0811,11.6307,13.848,13.7508,31.698,36.2545,32.4622,34.4195,29.0507,30.6318
"HMI54_005317-T1",0,2.22072,3.0099,1.02658,3.42574,0.497102,2.72956,1.75321,12.4477,16.5472,28.4048,27.3319,22.8467,24.4406
"HMI54_005318-T1",1.33258,2.30036,4.70122,6.56211,5.26667,3.46194,3.025,2.13687,0.262033,2.47074,3.48642,3.42709,3.74545,4.21081
"HMI54_005322-T1",54.5913,22.4763,17.879,21.615,22.371,32.3284,35.4074,42.25,8.99979,9.37951,12.2964,12.1551,9.72671,10.4391
"HMI54_005328-T1",33.6875,23.1478,36.2184,45.2304,22.0518,38.6266,143.284,152.34,107.855,51.8588,86.6096,62.2283,62.1229,52.7106
"HMI54_005329-T1",31.0181,27.5841,22.1496,28.3708,27.221,23.0994,116.658,126.588,57.5765,57.5988,64.5319,70.201,57.4728,83.9532
"HMI54_005341-T1",20.9773,25.9318,34.9648,25.8199,23.192,24.3479,23.6858,23.2312,31.8758,20.3426,31.7815,36.3165,27.8065,27.5455
"HMI54_005342-T1",6.22608,13.5317,25.8517,30.3574,14.6234,13.2487,61.2115,55.9271,48.9055,44.0441,56.8087,57.0302,61.1427,60.6739
"HMI54_005343-T1",38.4574,32.7821,42.0377,43.0313,36.0034,34.1969,34.9203,37.3437,42.224,49.0635,55.3065,57.4075,50.3911,67.0535
"HMI54_005344-T1",51.5073,37.7642,46.9499,42.6768,50.3194,49.8437,55.4452,55.3397,42.4198,42.1563,66.9896,63.0563,45.3135,75.6022
"HMI54_005352-T1",72.9387,57.1458,62.9064,67.7458,69.0183,69.7781,119.565,141.374,61.7173,94.3191,89.4261,81.9247,87.6407,127.566
"HMI54_005358-T1",12.5974,8.78316,11.6562,8.68033,9.31899,9.29819,9.66953,9.25763,15.5408,21.8812,17.1682,20.3614,18.3034,33.2585
"HMI54_005365-T1",9.66536,7.53076,8.20601,8.23505,8.88984,9.12831,23.6033,26.7951,12.5042,14.0183,15.576,17.0123,14.6641,15.1482
"HMI54_005372-T1",6.81702,4.16673,7.39468,9.58595,4.68662,5.27923,21.4871,22.4999,14.7772,17.6429,24.6749,28.1709,20.4625,26.819
"HMI54_005373-T1",4.85229,3.76351,4.92285,4.67807,5.16677,3.56604,23.9159,26.5853,4.02393,4.65898,8.80218,9.14104,9.56301,11.205
"HMI54_005374-T1",3.18901,10.2801,4.1479,17.581,3.55033,2.82044,28.9653,31.9441,13.9632,8.89214,18.1337,19.0249,24.1462,13.6905
"HMI54_005375-T1",2.81117,2.98928,4.83768,1.09309,0.777324,0,6.58356,7.76,10.2578,10.3922,7.40667,10.9567,8.9685,5.58166
"HMI54_005376-T1",0,0,0.653556,2.3238,1.29788,1.83687,6.69363,6.88388,8.12292,11.3153,6.92943,3.84275,8.32551,4.67025
"HMI54_005377-T1",2.43953,0,0,0.875798,0.644558,0,3.81947,0.896172,8.73237,12.444,5.6436,6.37471,6.20618,4.27833
"HMI54_005378-T1",0,0,0,0,0,0,21.0308,14.037,12.0227,0,11.4624,3.6922,8.41933,25.8412
"HMI54_005379-T1",0,0,0,0,1.92366,0,1.74217,1.18939,3.01269,0,1.90647,2.83139,3.47721,2.83634
"HMI54_005380-T1",0,4.84804,0,0,3.62773,0,18.3178,11.5605,7.32235,42.7301,21.1777,12.7507,16.6819,15.6911
"HMI54_005381-T1",107.604,79.7348,122.083,100.604,108.338,106.142,145.317,144.673,148.568,122.171,185.813,196.343,135.712,153.752
"HMI54_005382-T1",20.3334,15.8692,15.1488,18.4923,20.3847,17.0105,74.345,77.3661,27.4938,35.1563,36.737,38.1826,29.4943,32.3496
"HMI54_005383-T1",11.2976,11.0589,11.4309,8.42637,10.0628,9.90059,13.3303,13.8916,11.7366,13.4285,19.8297,20.363,19.3295,28.4494
"HMI54_005388-T1",1.07442,0.331136,1.44051,1.10336,0.139745,0.148139,1.49719,1.32141,151.83,151.591,343.978,307.615,247.297,320.408
"HMI54_005391-T1",31.8295,17.0953,34.9916,38.9515,26.5536,20.5997,106.618,108.926,56.4725,64.8282,76.5391,75.7373,71.6303,96.4099
"HMI54_005392-T1",7.70336,13.5616,22.5948,20.5496,12.9331,12.2497,111.005,119.149,64.3016,108.529,114.308,123.231,96.6215,127.647
"HMI54_005445-T1",0,0.860812,0,0,0,0,1.34021,0,0.332923,0,1.44928,0,3.21572,1.01519
"HMI54_005447-T1",1.118,1.10498,1.88673,0.471171,0.360031,0.456502,0.413309,0.499579,17.2102,12.4481,28.327,26.5068,26.0402,29.3276
"HMI54_005451-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005452-T1",15.4049,12.8424,13.2649,11.0621,15.7576,12.8852,13.3006,18.5417,13.988,17.1186,26.5483,26.3504,20.6142,33.3513
"HMI54_005457-T1",0,0,0,0,0,0.418683,0.82899,0.750035,0.773499,0,1.15715,2.40457,3.16278,1.43809
"HMI54_005458-T1",154.51,105.275,232.143,149.87,175.289,184.2,126.485,126.87,151.861,90.7738,220.188,215.359,163.929,211.446
"HMI54_005468-T1",42.4443,57.6115,76.5564,52.7659,59.8951,50.1005,125.444,137.495,51.1023,86.1519,108.584,102.606,112.656,136.466
"HMI54_005487-T1",24.9096,23.5388,28.456,23.7877,30.6706,24.8075,64.7484,68.8352,63.0803,97.6203,90.0369,98.9215,84.8299,147.827
"HMI54_005488-T1",0,25.3608,27.0838,55.4682,26.8129,38.5083,174.694,121.152,103.701,43.3178,91.0008,64.9691,114.083,93.9456
"HMI54_005492-T1",4.75104,0,2.0473,3.81826,1.33298,1.41135,8.901,11.4869,6.19691,0,1.96112,2.92362,1.58985,1.54329
"HMI54_005493-T1",182.894,62.184,111.986,102.483,76.2575,87.0284,86.7402,45.6981,193.009,176.752,165.242,178.02,177.244,241.253
"HMI54_005494-T1",8.29189,5.37431,7.83738,6.90128,5.04528,4.59165,16.3497,17.2042,6.39811,7.17065,9.21972,9.04002,10.2165,11.92
"HMI54_005502-T1",37.727,29.5557,29.5729,28.2851,35.7919,35.214,48.0778,52.3613,41.6018,52.0783,62.3881,62.9793,40.0793,58.3412
"HMI54_005503-T1",18.7246,11.6613,18.276,17.5765,15.8205,14.9928,25.0586,31.3834,13.9467,22.1437,21.4843,17.9744,21.1952,31.1493
"HMI54_005504-T1",0,0,0,0,0,0,4.42378,9.03763,0,0,2.58166,1.53459,1.88606,3.06841
"HMI54_005505-T1",98.3035,78.181,147.064,126.643,79.5152,82.0533,171.94,177.848,187.853,273.736,205.538,193.683,184.175,171.904
"HMI54_005506-T1",140.952,87.1376,69.529,77.0381,95.9909,106.945,50.2964,56.7062,29.6556,50.0067,47.5173,49.1482,42.7837,60.8794
"HMI54_005513-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005514-T1",180.589,142.34,158.949,118.811,180.006,205.086,280.909,301.607,156.187,144.562,256.795,259.646,161.59,223.367
"HMI54_005520-T1",70.5781,56.3305,44.9289,40.6269,69.2215,68.7111,85.8132,86.8204,43.2076,56.0285,75.433,73.4592,59.0811,88.358
"HMI54_005528-T1",1.56664,20.4744,22.8354,26.1994,8.83828,9.37253,51.5426,39.0738,72.1235,87.6931,84.5588,91.213,74.6598,94.4492
"HMI54_005529-T1",45.8675,35.2208,67.8101,55.9797,51.7743,49.7796,179.279,183.105,70.9779,81.4093,101.068,101.491,73.5439,63.6144
"HMI54_005530-T1",310.066,357.414,432.977,559.108,364.487,422.072,793.475,720.605,581.9,437.997,652.169,730.021,535.653,600.808
"HMI54_005531-T1",1.27415,0.873629,1.44381,0.976949,0.331224,0.957857,44.3147,35.0636,10.881,11.7492,12.3154,13.0781,11.9367,16.9064
"HMI54_005532-T1",1255.88,2090.75,7459.81,6789.67,1458.48,1940.37,17478.1,17817.1,19716.6,18350.6,11106.2,10844.8,13103.2,6500.03
"HMI54_005541-T1",35.3764,21.3401,27.9938,21.2242,26.6307,31.2654,68.7813,75.9466,29.9252,40.8467,41.9145,38.839,34.1095,36.6638
"HMI54_005542-T1",14.7205,12.1324,20.0368,17.4269,9.52821,14.4145,59.6181,73.103,42.5761,45.2136,51.1447,46.4284,44.6964,34.5307
"HMI54_005552-T1",77.292,54.1945,74.2678,64.5113,65.5067,66.7047,304.766,335.817,117.971,151.596,191.55,210.351,169.985,294.419
"HMI54_005553-T1",75.8484,104.671,118.508,100.137,93.6042,104.256,359.458,308.336,108.311,104.606,159.425,155.951,133.466,153.833
"HMI54_005568-T1",217.257,202.535,256.18,210.966,204.88,200.032,304.19,313.302,302.059,335.199,479.39,461.839,359.978,363.562
"HMI54_005569-T1",26.9394,18.336,17.0048,16.9188,21.22,21.4825,100.028,114.01,11.3351,17.6598,22.9225,20.5594,19.3201,22.9602
"HMI54_005570-T1",14.4777,12.7895,19.0413,20.5645,14.6019,14.5993,60.5449,69.8058,23.5361,29.5764,25.9839,26.0223,23.5595,22.8593
"HMI54_005571-T1",40.3044,17.5335,24.4754,27.2153,20.6797,19.9715,148.198,171.722,39.338,56.8729,47.5719,40.9014,32.9075,40.1473
"HMI54_005575-T1",39.3959,17.2604,34.9533,34.8939,28.197,36.0965,68.9274,70.2515,54.5506,64.1169,56.2861,58.2785,54.8071,58.276
"HMI54_005580-T1",0,15.0762,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_005581-T1",74.0393,54.5401,50.4469,46.5019,62.8827,61.7416,55.837,70.6045,83.1899,106.545,138.462,138.298,124.035,203.97
"HMI54_005583-T1",1452.94,974.721,881.524,783.285,1117.84,1173.03,967.225,1106.47,1021.73,1150.07,1398.71,1314.03,1040.75,1223.16
"HMI54_005584-T1",22.8281,10.7769,16.9393,12.645,12.7746,14.7073,45.1282,48.3809,20.1775,18.4667,20.4055,21.3305,16.8504,24.1103
"HMI54_005585-T1",9.65002,1.6187,9.74489,10.5155,7.47912,4.08527,2.29597,1.23702,12.9029,9.71159,16.2571,13.7281,11.578,22.4845
"HMI54_005586-T1",51.7424,58.3913,72.8768,73.5516,62.5562,52.5144,48.3431,46.472,124.99,84.0386,168.182,183.751,151.027,191.037
"HMI54_005587-T1",17.8953,14.2877,14.428,13.5578,14.0966,16.9302,14.5545,17.8932,16.0153,32.0876,29.8685,28.8446,29.3381,48.844
"HMI54_005588-T1",160.722,126.575,130.881,132.787,156.265,141.175,89.4483,96.7751,121.501,110.437,165.997,167.161,155.07,221.784
"HMI54_005589-T1",0,0.140941,1.22176,0.156025,0.119305,0,2.21469,1.64622,5.42299,5.0048,7.82602,5.94413,4.64581,5.76058
"HMI54_005595-T1",73.0927,64.1271,64.6646,51.3296,65.7898,76.3405,96.0956,109.624,63.6,56.0451,86.0409,100.114,76.0489,103.44
