"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI54_000310-T1",99.7067,20.8335,45.9652,52.0498,40.0139,18.8069,315.867,333.441,29.6438,0,42.2856,0,13.5593,14.92
"HMI54_000311-T1",7.58783,8.80441,25.2674,18.0211,15.3477,15.746,24.8379,20.5056,58.9893,71.4999,61.5593,54.324,55.2926,53.3428
"HMI54_000312-T1",1.55155,0.857195,0,1.61149,0,0.28334,0.526467,0,1.24537,0.557405,0.924765,0.613956,1.89556,0.669493
"HMI54_000313-T1",4.8456,1.69515,1.03105,1.85594,1.99337,2.11909,7.65775,3.34234,3.17861,0,2.35056,5.43527,5.26703,0.401754
"HMI54_000314-T1",24.8671,10.0241,13.0096,12.696,16.2178,13.781,12.5403,12.6002,11.8255,13.4804,14.4227,13.0041,11.3486,18.3754
"HMI54_000315-T1",235.201,176.353,236.031,231.21,223.745,160.777,398.829,417.39,244.646,283.81,277.439,326.022,312.953,256.827
"HMI54_000317-T1",776.625,558.778,538.291,457.417,700.292,663.815,371.876,420.153,541.884,623.926,879.164,855.561,741.616,1025.31
"HMI54_000318-T1",12.637,5.27328,13.2366,7.17208,11.4472,10.7482,20.5928,25.5149,16.844,28.7315,18.92,16.397,12.8575,24.4619
"HMI54_000321-T1",24.0721,15.1753,12.7059,18.9839,11.7381,13.2488,20.633,22.5848,16.3553,27.0834,18.6764,22.6682,21.9972,37.5088
"HMI54_000322-T1",207.466,271.949,243.766,282.736,269.704,244.487,249.364,286.514,295.457,206.101,353.236,366.586,390.39,390.066
"HMI54_000323-T1",0,0,2.85411,4.93349,1.8449,5.85153,18.3828,28.6927,31.9368,15.4959,72.7339,62.9756,47.7317,48.5974
"HMI54_000329-T1",39.7225,15.2874,15.9439,27.7363,19.0713,14.3636,45.3172,55.811,10.6031,22.4353,22.7747,20.4612,23.4425,25.0795
"HMI54_000330-T1",0,0,0.000224359,0,0,0,0,0,0,0,0,0,0,0
"HMI54_000331-T1",23.0161,20.2783,22.8485,22.9961,21.2814,23.6735,98.9497,135.821,35.0762,47.2577,47.5478,43.3615,43.8678,44.1855
"HMI54_000338-T1",195.978,190.405,130.169,112.738,225.945,199.282,7.81498,7.42667,6.15962,2.65492,5.59405,5.12146,9.45469,5.74213
"HMI54_000339-T1",7.10919,3.37506,5.46891,8.79326,5.02431,7.94568,6.41497,8.53551,10.7689,15.9807,13.1102,12.7928,10.4624,15.962
"HMI54_000340-T1",18.5846,13.2813,12.0659,14.5887,24.9623,18.2358,62.4266,62.951,125.664,114.073,96.6519,98.712,121.914,162.713
"HMI54_000341-T1",0,0,3.72426,4.71502,3.22086,1.33676,6.74272,6.24359,18.3304,21.8673,21.9561,14.6209,24.3659,39.314
"HMI54_000351-T1",34.4976,20.0419,13.3163,19.2978,28.9179,26.0699,97.299,109.57,12.2418,19.7193,22.3398,21.2896,17.9394,29.1784
"HMI54_000353-T1",164.115,155.723,132.546,130.752,152.922,158.632,196.271,209.542,110.249,112.899,189.191,213.062,136.46,190.019
"HMI54_000354-T1",0,0,0,0.287756,0.328012,0,0.417118,0.15086,0,0,0.406964,0.322595,0.340592,0.144728
"HMI54_000355-T1",24.4223,18.0428,23.2097,22.7455,18.2212,18.3351,23.2849,24.7973,18.648,46.4494,40.8685,35.1471,27.8723,28.2208
"HMI54_000356-T1",0,0.368696,0.372511,0.558391,0.370058,0.0903025,2.58336,2.09706,5.78981,7.65173,9.5347,9.35333,9.40876,19.9508
"HMI54_000357-T1",9.60011,8.98626,8.68189,10.5565,9.58896,8.94074,39.539,40.6571,9.96313,15.0976,20.0151,18.6791,17.0026,21.4823
"HMI54_000358-T1",29.0218,16.7848,26.1735,28.55,20.2855,20.4671,137.794,139.882,40.7908,30.3491,46.2926,44.5252,43.8174,36.3844
"HMI54_000378-T1",45.7748,15.6051,31.7235,32.7257,24.8916,18.9861,32.7398,39.74,39.1981,45.4159,53.9372,54.3883,52.8834,56.7311
"HMI54_000379-T1",13.9059,15.1195,22.6474,26.2089,14.0227,14.7207,39.1366,39.1427,46.0181,47.8865,43.2744,42.9256,46.6838,33.7065
"HMI54_000380-T1",14.7243,16.4137,14.7794,13.3384,16.2895,15.8977,14.0898,14.8212,7.81734,5.77279,14.9056,14.335,12.2823,12.4961
"HMI54_000381-T1",17.6023,14.5942,9.82727,7.30481,12.542,12.9646,0.91421,2.7425,40.565,35.6737,66.5255,61.7823,47.8894,54.2878
"HMI54_000382-T1",29.3211,22.165,34.4975,34.0548,27.7499,29.0841,39.4682,49.116,36.9126,37.1006,45.654,34.7685,35.4587,37.6481
"HMI54_000384-T1",17.2167,15.8294,23.0314,11.5882,18.6876,23.3221,16.1193,19.6675,39.201,27.998,32.5593,28.3919,32.3536,29.5622
"HMI54_000385-T1",0,0.926555,2.38937,0.522257,0.782303,0,4.89488,3.11327,19.2265,22.5623,29.911,28.5596,19.391,30.6981
"HMI54_000386-T1",43.8484,51.5839,94.1839,113.483,62.3801,60.1124,134.904,133.437,143.037,117.244,231.601,275.856,175.755,290.64
"HMI54_000388-T1",55.811,39.6872,50.0846,45.7066,43.772,41.8932,59.0252,68.6777,48.9162,83.6162,67.7231,74.6974,71.4906,112.649
"HMI54_000390-T1",30.0946,17.6031,26.3618,27.9074,20.3165,21.033,43.9355,50.583,63.966,48.5453,80.0513,72.6431,63.9735,77.4292
"HMI54_000392-T1",34.4584,28.5887,33.633,22.6745,28.7184,24.1116,23.8065,22.563,34.9727,37.9184,48.4726,48.5707,37.7779,45.8204
"HMI54_000393-T1",54.8814,38.8195,46.2655,48.315,40.5496,38.008,68.6356,75.1963,46.038,57.7971,61.5769,62.6847,57.9494,69.5446
"HMI54_000402-T1",0,1.34402e-08,20.459,12.1143,3.3134,2.99139,64.6819,59.5814,72.5176,95.4658,95.4107,105.471,101.996,207.166
"HMI54_000403-T1",34.7729,25.2707,48.835,31.7348,32.8418,48.412,107.501,104.378,59.3113,67.3571,91.1024,101.222,79.0195,128.885
"HMI54_000410-T1",620.052,469.167,308.05,528.386,550.447,487.986,0,0,0,0,2.39221,3.53213,2.79401,1.38334
"HMI54_000411-T1",4514.84,4089.06,3449.77,4504.61,4241.73,4493.55,0,9.27457,2.59125,7.62598,3.68634,3.62775,1.42886,2.83863
"HMI54_000433-T1",1.24303,0.907484,2.42604,2.25551,1.21283,2.70574,2.47187,3.16389,3.49646,3.65166,3.2069,3.05762,3.25946,4.90494
"HMI54_000434-T1",0,0,0,0,0,0,1.97303,0,0,0,0,0,0,0
"HMI54_000436-T1",203.942,143.611,183.617,149.546,149.879,172.5,232.563,249.846,295.373,392.727,514.545,557.454,423.009,662.693
"HMI54_000437-T1",0,0,0.550322,1.45811,0.121605,0.260443,0.394514,0.465079,0.586758,3.53381,30.4358,27.5141,113.863,78.3282
"HMI54_000440-T1",16.3991,17.6877,17.4738,15.0808,10.3755,12.0731,31.3493,38.9168,17.8216,35.1642,34.5972,30.6939,26.8336,31.3923
"HMI54_000441-T1",1.74943,1.89586,2.93829,3.93594,2.54258,1.91815,5.06823,4.34655,3.31991,14.7489,8.32012,7.68862,7.66896,7.02931
"HMI54_000443-T1",16.4956,20.1943,17.2978,11.4552,19.5949,19.1984,82.4722,88.2362,15.8362,11.4673,22.6868,28.0665,21.1586,28.0094
"HMI54_000445-T1",0,1.1468,9.63678,8.79988,0.470747,0.496343,1.46772,1.88233,9.2527,3.43805,7.14468,6.6514,6.80226,7.61737
"HMI54_000447-T1",26.4315,14.1135,19.1044,18.8511,19.3054,19.5499,37.7992,49.964,27.5233,34.1553,44.2992,42.0777,41.5462,57.2913
"HMI54_000448-T1",109.002,77.4073,80.1369,57.0063,108.609,94.015,88.1554,108.99,57.5313,96.9199,120.934,125.967,84.7007,123.371
"HMI54_000454-T1",0,0,14.9526,0,0,0,0,15.5244,0,0,0,0,6.71028,0
"HMI54_000455-T1",15.6535,38.1207,41.9297,40.5788,35.0571,35.029,60.513,46.5513,87.0737,65.2291,70.4728,74.5091,96.7789,82.7209
"HMI54_000456-T1",7.44924,10.4009,11.1172,8.39815,10.6847,9.7893,13.1462,14.6412,23.0658,22.4575,40.7019,34.1681,32.6561,39.1541
"HMI54_000457-T1",21.3776,18.5306,49.8489,42.1292,27.0911,47.3702,107.201,126.344,51.604,95.5148,55.6206,52.7009,45.9168,47.7419
"HMI54_000458-T1",267.258,345.76,511.585,379.301,342.8,347.745,734.067,777.229,645.01,609.346,831.107,832.709,681.134,1019.78
"HMI54_000459-T1",305.26,290.645,309.47,283.911,302.628,245.504,260.073,229.866,386.81,411.403,418.427,495.637,430.846,615.514
"HMI54_000461-T1",4.4859,1.69787,5.80531,4.08059,2.4894,2.55372,11.4319,12.6933,37.3928,35.1133,45.3794,42.3491,42.2702,66.4279
"HMI54_000463-T1",21.3115,24.4367,35.5205,33.2437,23.4015,18.9584,139.426,135.353,54.391,56.74,63.6537,64.5793,74.464,62.4705
"HMI54_000464-T1",28.3394,14.2255,17.6889,12.577,15.0757,18.3057,50.7957,56.5276,17.5577,21.6756,21.0385,18.6505,20.5171,23.4774
"HMI54_000465-T1",6.60392,4.14359,9.12458,9.71322,6.28518,5.11768,29.1775,33.9743,10.9132,24.6295,22.0281,21.7769,18.8729,28.2735
"HMI54_000466-T1",13.3405,9.98464,7.48086,8.89727,12.0603,12.1222,45.302,50.9195,12.5088,20.0986,19.6959,19.7161,17.2096,22.2894
"HMI54_000467-T1",3.18324,2.37177,4.82311,3.22616,3.57664,2.13574,14.0734,17.191,6.00582,4.91851,8.20793,8.02217,7.93468,7.11765
"HMI54_000468-T1",0,18.3658,0,23.1322,17.0667,25.2671,119.637,155.942,73.0416,141.97,21.3911,55.3099,42.8607,18.4682
"HMI54_000469-T1",59.4977,42.7049,54.4152,57.3792,44.9437,47.2224,75.0755,97.7783,62.4877,101.557,86.2583,85.6506,83.5962,82.3829
"HMI54_000470-T1",3.07313,2.99362,2.54306,3.27391,2.02157,1.43099,2.46478,4.5102,6.61747,4.23483,14.9206,13.1342,7.8544,8.91539
"HMI54_000471-T1",66.6694,74.1685,98.1013,93.7929,87.4723,76.4897,126.329,117.156,153.528,178.765,243.183,235.824,221.97,229.091
"HMI54_000472-T1",0.551787,0.500458,1.06299,1.881,1.14024,0.761341,2.16515,1.16582,4.25118,4.02009,3.78957,4.98705,3.53006,3.93242
"HMI54_000473-T1",17.328,18.9146,27.613,27.3137,20.2916,21.1694,222.029,255.832,48.3225,55.2834,43.2599,44.8545,48.6061,44.5264
"HMI54_000474-T1",60.728,35.0271,41.0547,47.2848,45.7284,43.3058,143.136,161.47,48.2404,67.6099,72.8725,67.3243,61.0303,78.5314
"HMI54_000485-T1",23.6042,16.6016,15.8186,22.6556,22.0384,23.7677,47.2699,44.2099,11.0272,25.1731,17.3129,16.5434,18.0905,25.9391
"HMI54_000486-T1",0,0.459197,0.58878,0,0,0.206619,3.72154,5.02612,32.7809,44.8136,107.096,100.288,69.7844,63.6759
"HMI54_000487-T1",142.467,343.52,1297.01,1333.49,186.825,274.708,715.77,700.895,2995.06,3520.91,1605.21,1580.22,1970.92,991.304
"HMI54_000497-T1",57.4557,33.8654,3.91434e-07,0,4.13745e-07,48.4612,72.5928,0,32.8056,0,43.3501,6.17832,21.8133,55.4241
"HMI54_000498-T1",184.042,123.479,157.988,153.502,165.28,153.39,157.767,174.935,127.158,195.349,218.592,224.801,206.159,290.313
"HMI54_000504-T1",9.28385,9.60833,11.2584,10.0987,11.7318,10.5324,27.338,25.2286,10.3619,8.58538,14.2475,13.0715,12.3824,21.0057
"HMI54_000505-T1",32.2782,26.5653,14.3227,11.3631,8.33287,20.9043,115.675,124.483,44.411,17.9504,68.662,64.0047,56.0913,65.2969
"HMI54_000506-T1",19.4205,23.2168,49.1484,51.0565,18.0335,38.1963,149.821,127.458,102.036,82.2394,90.2107,99.1613,100.2,80.6678
"HMI54_000514-T1",43.0109,36.9882,41.2174,32.4782,38.0125,41.6327,58.9489,82.3989,45.0557,42.6546,62.4699,63.2232,54.8881,83.9657
"HMI54_000515-T1",104.666,92.0588,106.79,128.853,80.0357,106.424,248.265,266.599,175.456,120.435,206.587,218.358,163.806,206.552
"HMI54_000536-T1",31.3354,32.3552,46.6053,51.0348,40.2028,34.2594,42.4415,49.1584,57.3828,57.0107,70.711,73.0757,65.5433,52.7839
"HMI54_000537-T1",55.0638,41.6284,95.2487,90.5962,50.0854,42.4556,102.452,125.1,117.744,161.661,136.958,123.371,138.259,121.338
"HMI54_000550-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_000552-T1",0,0,0,0.880021,0,0,0,0,0,0,0,0,0,0
"HMI54_000553-T1",32.1454,27.0459,49.4313,40.3992,29.3628,35.0035,71.9732,66.0892,67.4257,69.1392,91.2476,88.2084,69.0221,52.7259
"HMI54_000556-T1",4.90384,3.96191,4.94308,5.03297,4.62727,5.00078,34.2326,30.325,8.13376,12.0258,11.8775,12.8069,8.98602,19.1722
"HMI54_000571-T1",65.5195,57.6326,85.8519,47.7064,65.428,72.6967,213.161,181.886,139.715,185.065,180.925,171.29,135.871,184.272
"HMI54_000572-T1",30.2436,26.2443,26.2514,26.6761,28.8502,22.404,64.4519,74.4652,39.5094,49.7168,58.3109,57.5851,36.3439,53.0541
"HMI54_000573-T1",0.930271,0.443579,1.22437,1.53725,1.04201,0.912582,1.69239,1.76752,2.17092,3.45014,3.95073,3.66038,3.6178,8.49877
"HMI54_000574-T1",50.7009,64.7551,47.6106,48.016,80.7218,68.7456,63.5782,70.3916,64.8519,55.0871,81.7945,91.739,67.9481,96.8141
"HMI54_000575-T1",54.7192,57.3836,91.0368,77.7941,50.2069,56.0386,118.525,129.333,123.157,163.378,158.804,149.885,145.335,191.875
"HMI54_000576-T1",6.76356,5.44076,8.19991,5.13714,8.77625,7.70842,5.31737,7.63502,3.4087,3.57022,5.00896,5.82186,4.56023,5.76104
"HMI54_000577-T1",2.51426,2.23601,6.89092,7.84699,5.44034,3.5797,15.3076,16.5748,20.2845,31.0004,29.7948,26.061,30.1154,36.8854
"HMI54_000578-T1",0.959033,1.58717,2.78037,2.13786,1.35849,0.262892,4.91185,5.84512,11.5181,17.3964,13.3341,10.4681,9.17034,9.45275
"HMI54_000579-T1",1156.43,753.331,765.394,672.204,929.127,941.681,538.831,565.642,693.922,855.679,1084.85,1074.37,1004.9,1202.92
"HMI54_000580-T1",49.8478,30.3954,72.1429,61.5226,41.9732,36.9542,97.3142,98.9949,265.069,243.921,227.374,241.343,235.314,166.893
"HMI54_000581-T1",8.02299,4.58019,4.29756,5.40318,6.34601,7.66763,13.6092,17.0131,6.02981,14.4723,12.5235,12.2199,11.8787,17.5484
"HMI54_000582-T1",10.9772,14.0483,17.0299,19.0135,17.7518,16.6825,5.22324,4.56576,7.26514,12.8079,2.7977,3.37364,7.90873,6.89564
"HMI54_000583-T1",134.992,102.083,87.3224,66.5047,112.674,105.904,74.6288,88.9037,90.3597,95.0025,122.8,132.947,120.122,172.074
"HMI54_000585-T1",16.3248,17.7958,18.0637,19.0602,19.0304,19.1737,34.5363,39.6064,14.1176,21.326,19.333,21.858,22.9691,26.6759
"HMI54_000586-T1",32.7664,21.3255,29.0613,29.7833,29.6625,29.5456,48.5856,57.8849,45.2637,42.9681,50.7198,50.1285,45.9117,48.162
"HMI54_000588-T1",0,0,1.54391,1.21438,0.263465,0,3.2772,1.08677,12.252,22.8958,108.001,99.4841,116.093,128.9
"HMI54_000600-T1",10.9374,11.6764,62.6461,50.9124,29.6138,24.0784,212.765,260.279,152.684,170.411,176.686,187.933,275.911,226.999
"HMI54_000601-T1",71.1167,64.2383,105.032,80.5284,58.6732,67.2258,105.084,120.4,140.393,139.516,111.658,119.132,112.484,100.665
"HMI54_000602-T1",62.5849,50.6882,39.335,43.3091,55.3923,54.9434,53.4464,72.3504,7.25009,26.1811,19.0439,22.1378,21.3663,23.6332
"HMI54_000605-T1",69.2039,38.9309,63.0809,51.2355,48.396,46.5489,73.894,86.936,69.557,94.9161,89.7442,89.4316,88.6804,121.844
"HMI54_000633-T1",0,1.24326,0,1.73867,1.46297,0,0.602237,1.17363,2.14126,0,0.615716,2.85515,0.538426,1.81781
"HMI54_000636-T1",7.94977,6.31808,10.924,7.58058,7.28925,7.61792,18.9354,19.2018,12.0863,9.91842,14.9078,15.8433,13.2498,15.7558
"HMI54_000637-T1",0.951189,2.11477,3.59346,4.25727,2.16153,1.99409,10.1254,11.9701,6.59044,11.8874,12.479,11.6503,11.0953,15.0882
"HMI54_000639-T1",14.2394,6.17737,5.64938,10.0354,5.76424,7.61406,29.3778,30.3014,19.9628,38.6997,471.721,469.356,1460.66,1016.76
"HMI54_000640-T1",10.5788,3.65256,12.2061,8.73753,6.97538,3.09649,5.62756,6.91586,6.66188,4.39883,10.2001,10.3699,10.7528,15.0548
"HMI54_000643-T1",22.3332,18.3073,21.1235,19.8517,19.1814,18.0787,61.3139,59.2153,19.7126,36.9884,23.3577,23.688,22.9764,19.9159
"HMI54_000644-T1",210.865,162.407,224.481,242.398,174.422,203.479,100.191,88.1331,126.758,142.865,192.497,179.455,196.99,181.843
"HMI54_000650-T1",121.604,84.3084,116.766,109.385,86.873,105.627,129.619,143.855,167.79,135.365,200.348,236.346,197.292,312.374
"HMI54_000651-T1",77.9429,84.1487,100.106,72.4621,86.1114,76.0529,118.832,93.6606,117.685,175.317,177.387,177.747,155.113,280.413
"HMI54_000653-T1",2.6775,0.418241,0.533821,2.83802,1.40685,0,12.3419,10.6466,4.24036,10.9553,6.54665,5.89131,5.98407,4.59011
"HMI54_000654-T1",59.0328,57.835,53.2661,46.7572,45.5693,40.1008,297.302,305.938,110.382,106.386,146.167,130.303,94.7607,98.3825
"HMI54_000655-T1",8.78608,5.21977,7.98127,7.08784,6.43608,8.13312,17.2187,19.9306,10.6966,11.329,14.9089,15.9822,15.0129,20.1635
"HMI54_000656-T1",46.9296,48.437,37.7932,33.6388,60.1417,44.8839,109.771,110.161,26.1495,27.0253,33.3526,37.9532,25.7995,30.9848
"HMI54_000658-T1",14.2233,1.28477,9.26757,18.3661,7.95569,11.5544,24.6197,20.8858,22.7945,26.1324,21.6429,19.0026,30.5142,36.8713
"HMI54_000659-T1",10.2204,10.9945,17.9286,13.3144,15.0299,19.3829,66.4842,90.2937,74.3399,77.871,62.8671,68.9845,57.724,53.0587
"HMI54_000660-T1",56.281,39.3301,43.9234,36.8673,37.7155,45.2724,119.161,125.307,58.5551,71.5746,67.1353,56.7483,53.3368,71.8116
"HMI54_000663-T1",68.5003,30.8028,48.7725,46.0987,55.7617,48.0048,126.139,151.523,36.0347,60.7431,56.6,51.1289,76.4207,74.7768
"HMI54_000709-T1",110.798,84.5351,65.2837,67.1773,93.9196,89.3176,173.657,202.641,62.853,76.0996,120.768,116.522,74.7945,107.284
"HMI54_000711-T1",1.02571,0.930228,1.44939,1.46584,0.79122,1.53454,4.34214,3.62182,13.6381,17.5028,33.9795,32.4881,27.9604,41.4935
"HMI54_000712-T1",0,0.0775056,0,0.513331,0.0653089,0.0693157,0.205916,0.268304,0,0,0.069332,0.0955825,0.162074,0.216244
"HMI54_000713-T1",0.888708,0,0,0.225699,0.171436,0,0.594915,0.398079,0.380977,0,0.12262,0.548743,0,0.229959
"HMI54_000714-T1",9.84715,14.2012,11.0304,13.5067,22.9912,22.0751,47.5744,41.2123,29.4306,33.2828,31.7701,35.2744,30.3507,39.6935
"HMI54_000715-T1",10.7446,11.7193,12.4347,9.54181,15.4311,9.78153,23.7705,25.2449,11.9368,14.5231,18.6111,16.8276,11.1041,14.2969
"HMI54_000716-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI54_000717-T1",10.4611,7.16537,8.99702,9.49165,8.97461,8.47091,30.2541,32.4306,8.01416,12.5479,11.8538,11.2292,10.6426,13.9303
"HMI54_000718-T1",279.715,290.695,569.823,494.778,279.667,256.162,406.366,412.4,877.749,744.043,424.7,390.916,488.863,319.992
"HMI54_000725-T1",23.1775,17.921,25.1122,25.7548,21.0177,22.3807,81.5007,96.8369,21.2773,33.2184,29.2423,32.0835,30.967,33.9478
"HMI54_000741-T1",198.832,159.385,190.291,165.927,205.863,177.164,149.153,148.916,120.167,187.985,176.989,166.635,150.378,162.798
"HMI54_000743-T1",7.04468e-05,0.530847,0.197911,0,5.69431,0.000185575,0.000525392,0.00113535,3.07064e-06,7.88809,0.000437605,0.000606334,0.365823,0.000543092
"HMI54_000749-T1",26.1436,17.519,93.9111,101.36,21.1164,14.57,45.333,57.9632,68.5558,41.1383,47.3681,53.491,75.3457,40.6516
"HMI54_000750-T1",0,0.634227,0,0,0,0,0.827562,0,0.841554,0,0,0.243067,0,1.13842
"HMI54_000752-T1",5.42579,7.03818,12.0872,9.23369,4.65792,9.83097,18.0274,22.4045,16.0388,21.328,23.5324,21.7919,20.2322,37.1196
"HMI54_000753-T1",92.0911,79.6848,118.722,95.1718,94.6196,89.7191,75.9426,86.0783,91.9893,98.4595,114.882,127.354,123.817,146.781
"HMI54_000754-T1",3.66305,4.12432,3.4917,3.71997,2.72039,3.66109,6.44413,6.64108,12.6846,12.2623,18.8539,19.332,19.172,21.4888
"HMI54_000755-T1",255.007,203.199,235.524,259.187,210.217,215.934,264.64,265.532,281.111,312.149,323.656,329.524,322.366,408.343
"HMI54_000756-T1",9.87118,7.59871,12.3692,10.0827,9.98488,13.0683,46.9861,47.3792,16.9667,21.2021,20.9707,19.9287,18.3983,21.3513
"HMI54_000757-T1",7.55517,4.7962,5.89822,4.77289,8.53235,7.64252,28.9793,28.2832,11.29,13.5029,26.5912,23.2255,19.6914,28.5907
"HMI54_000758-T1",89.6893,76.6867,75.637,69.6209,96.4093,95.5719,75.7106,83.2947,88.6644,120.591,138.931,150.8,132.863,243.161
"HMI54_000759-T1",32.2482,32.5287,69.5151,43.0364,43.4316,31.1963,108.007,111.579,125.948,142.18,195.476,219.018,176.727,269.296
"HMI54_000765-T1",0,11.6387,0,0,2.1591,0,50.8628,21.6103,5.67137,0,15.045,28.6836,10.1647,2.49568
"HMI54_000766-T1",29.2331,24.8871,39.6066,33.8643,32.7715,35.8542,50.5269,52.6428,46.4867,49.4035,62.2541,55.2543,63.9251,100.494
"HMI54_000767-T1",76.7102,77.5986,68.9655,67.0827,79.5392,92.313,57.5377,57.6864,94.1284,121.803,141.491,147.502,127.104,215.371
