"","EarlyInf.rA","EarlyInf.rB","LateInf.rA","LateInf.rB","MiddleInf.rA","MiddleInf.rB","Sporangia0.rA","Sporangia0.rB","Sporangia24.rA","Sporangia24.rB","Sporangia36.rA","Sporangia36.rB","Sporangia48.rA","Sporangia48.rB"
"HMI56_003779-T1",97,253,189,214,407,276,446,271,351,76,641,424,438,436
"HMI56_003790-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_003796-T1",4,3,1,0,3,7,57,31.125,6,3,28,8,9.05171,6
"HMI56_003797-T1",0,1,0,0,0,0,2,2,3,0,2,1,0,4
"HMI56_003799-T1",3,7,41,36,14,21,212,101,339,52,414,281,362.62,522
"HMI56_003800-T1",0,0.964376,0,0,0,0,0,0.891618,0,0.701609,25.3712,6.07166,10.0707,9.92418
"HMI56_003802-T1",0,5,0,1,1,0,0,0,0,0,0,0,0,0
"HMI56_003810-T1",16.3565,47.1023,55.3917,70.4131,81.9578,62,77.0049,41.6336,222.791,16,270.171,202.653,199.167,240.025
"HMI56_003811-T1",0,3,3,2,3,4,8,3,5,0,10,3,19,13
"HMI56_003817-T1",4,6,44.9322,38.5936,9.51881,39.5131,702.317,388.128,174.428,34.5819,132.742,90.0077,133.4,115.746
"HMI56_003824-T1",0,0,5,4,3,6,57,33,65,15,218,144,129,124
"HMI56_003825-T1",317,704,687,779,1020,902,1104.15,565.85,1135.51,227,1311.53,901.759,1185.81,1179.42
"HMI56_003827-T1",59,197,212,219,205,178,643,311,608,106,1136,838,757,1064
"HMI56_003828-T1",5,13,17.1363,18,19,35,144.422,91,79,10,107.427,74,93,111.421
"HMI56_003833-T1",144,212,266,280,276,326,607,351,1144,232,1306,854,966,1155
"HMI56_003834-T1",0,7,13,5,5,4,39,23,262,27,357,224,283,417
"HMI56_003837-T1",13,55,82,79,49,72,229,148,425.627,83,579.532,461.79,483,640
"HMI56_003843-T1",25.5744,92.0451,214.186,296.81,87.4778,110.569,313.196,170.896,480.512,128.416,1218.55,781.719,938.734,911.244
"HMI56_003845-T1",44,92,96,124,119,126,2384,1531,513,114,553,387,498,572
"HMI56_003850-T1",0,0,3,1,3,0,0,1,0,0,0,0,0,0
"HMI56_003852-T1",10.477,49.4408,37.4435,45.8067,39.3983,43.4002,331.448,152.13,105.547,28.9641,180.3,117.561,133.153,146.946
"HMI56_003858-T1",1,0,2,0,4,0,0,0,0,0,0,0,0,0
"HMI56_003859-T1",3,0,0,5,2,1,0,0,0,0,0,0,0,0
"HMI56_003860-T1",1,1,11,6,11,10,108.737,47,91,5,79,48,50,109
"HMI56_003863-T1",22,67,62,49,118,101,54,20,120,16,121,128,138,137
"HMI56_003865-T1",922,2329,2768,2701,3201,3390,2932,1263,5414,865,5189,3335,4141,3424
"HMI56_003868-T1",1,0,2,0,0,2,0,3,45,3,65,30,33,47
"HMI56_003869-T1",0,0,3,0,0,0,6,1,5,0,35,25,26,34
"HMI56_003875-T1",0,0,2.70582e-06,0,0.718706,1.03403e-06,4.56015,1.79528,12.085,0,17.9047,2.83316,0,10.7202
"HMI56_003878-T1",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_003882-T1",0,2.44713,3.12475,2,2,1.56325,0,0,1,2,1,0,0,1
"HMI56_003883-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003888-T1",4,0,14.0605,8.49138,9.82554,6.35967,48.4833,41.1299,103.53,21.5623,200.037,147.405,224.472,288.628
"HMI56_003891-T1",2,11.1535,4,9.76599,6,6,58.8956,24.6615,103.695,19.9796,259.643,150.721,144.918,164.991
"HMI56_003897-T1",116,234,205,204,381,375,2422,1227,880,144,1565,1147,940,1327
"HMI56_003900-T1",0,10,17,5,4,9,80,51,250,50,476,323,312,289
"HMI56_003901-T1",2,1,28,15,21,17,46,8,209,29,441,275,300,260
"HMI56_003903-T1",2,1,16.8092,6.5968,6,7,54,21.2976,100.905,24.4233,212.965,120.223,149.133,230.257
"HMI56_003904-T1",10,22,21,22,42.6739,37,39,12,102,18.4513,316,218,226,277
"HMI56_003911-T1",0,6,4.08624,0,2,3,84,34,298,31,336,231,257,402
"HMI56_003914-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003922-T1",1,0,0,0,0,0,0,0,3,0,8,3,6,4
"HMI56_003930-T1",0,4,3,6,4,2,34,11,32,5,38,26,23,22
"HMI56_003932-T1",69.9383,143.203,174.133,164.568,158.191,233.759,1326.49,732.255,639.866,117.604,811.139,505.753,508.005,761.049
"HMI56_003937-T1",18.7076,44.5504,42.7488,49.3612,51.0511,40.8579,1058.32,549.706,134.253,64.9268,263.465,185.669,259.612,272.667
"HMI56_003940-T1",0,0,8.61392,4.09254,0,0,101.052,39.3074,2.20626,0,5.01745,0,3.27518,6.84723
"HMI56_003941-T1",16,78,114,128,111,94,321,124,365,44,499,356,427,350
"HMI56_003947-T1",59,136,80,69,189,160,669,287,269,26,439,299,232,295
"HMI56_003948-T1",76,232,200,212,244,251,2197,1192,1203,204,2754,1702,3372,2856
"HMI56_003949-T1",0,1,0,0,3,3,25,7,15,0,26,15,27,29
"HMI56_003951-T1",52,172,100,152,229,205,318,130,267,20,338,279,238,266
"HMI56_003955-T1",31,87,72,64,130,105,235,91,342,40,413,286,249,360
"HMI56_003962-T1",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"HMI56_003965-T1",81,188,220,228,296,275,470,212,997,147,1151,805,893,1145
"HMI56_003966-T1",2.83618,21.8733,22.0624,14.3524,25.4926,24.1664,109.726,51.6719,36.6561,6.54942,47.6773,47.4161,53.9414,51.4539
"HMI56_003969-T1",13,48,56,74,49,38,137,62,306,84,655,424,438,555
"HMI56_003970-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_003971-T1",8,5,24,18,17,8,0,0,16,5,10,10,13,16
"HMI56_003974-T1",7,18,30,19,31,30,80.4651,52,174.972,36,182.56,124.546,133.017,140.521
"HMI56_003975-T1",119,301,237,260,476,353,628,325,586,116,893,730,663,977
"HMI56_003977-T1",12,67,69,80,49,52,538.4,298,354,64,326,207,279,204
"HMI56_003979-T1",102,250,235,290,407,319,336,146,357,65,599,425,509,603
"HMI56_003986-T1",1,0,0,1,2,0,1,0,5,3,14,13,15,15
"HMI56_003991-T1",2,0,1,1,3,2,10,2,17,0,11,11,15,19
"HMI56_003992-T1",147,392,425,493,488,473,3867,2028,1025,284,1695,1266,1450,1573
"HMI56_003993-T1",88,195,156,158,257,221,389,182,568,76,895,678,559,846
"HMI56_003995-T1",190,439,485,494,614,556,1409,704,1976,304,2333,1628,1943,2187
"HMI56_003997-T1",5,12,23,30,28,21,93,56,179,26,244,192,196,362
"HMI56_004001-T1",24,78,102,128,134,102,177,99,148,41,280,225,328,316
"HMI56_004002-T1",1,10,2,3,8,4,5,4,9,0,3,12,3,9
"HMI56_004003-T1",4,19,11,9,9,17,59,16,72,10,100,53,66,51
"HMI56_004012-T1",1,0,0,0,0,0,5,5,1,0,8,4,4,2
"HMI56_004017-T1",0,0,0,2,0,0,1,0,0,1,4,2.75353,0.259853,2.44197
"HMI56_004029-T1",11,31,30,33,42,35,110,61,117,25,129,118,128,111
"HMI56_004036-T1",521,1114,983,1091,1652,1466,2790,1530,2710,399,3363,2490,2230,3272
"HMI56_004038-T1",14,25.7905,25,30,29.6148,35,55.8775,27.746,96.9269,7.18681,110.384,67.0506,55,80
"HMI56_004045-T1",22,54,55,45,63,56,299,159,169,22,199,167,155,201
"HMI56_004046-T1",48,122,128,89,176,169,1848,764,288,42,454,336,322,465
"HMI56_004047-T1",110,337,325,372,459,379,1815,895,436,121,1221,732,908,1172
"HMI56_004048-T1",3,0,3,3.84387,4.59732,0,9.10831,3.29887,3.93733,0,9.48003,6.28215,17.6905,30.4973
"HMI56_004054-T1",13,22,17,31,38,40,1,1,27,2,25,23,30,18
"HMI56_004055-T1",2,0,3,3,1,3,75,31,230,19,416,251,261,444
"HMI56_004056-T1",16,63,141,121,79,62,287,153,484,130,993,640,917,1442
"HMI56_004057-T1",0,2,2,3,1,2,6,2,2,0,6,2,8,6
"HMI56_004058-T1",146,280,294,268,465,422,2075,1094,647,130,1190,834,1036,1370
"HMI56_004060-T1",0,0,83.521,90.4284,4.60377,14.3372,1252.33,724.853,440.498,198.986,2824.86,2660.22,2733.87,9518.86
"HMI56_004061-T1",0,0,1,2,4,3,7,4,20,3,73,44,49,46
"HMI56_004064-T1",21,58,42,46,58,76,111,68,144,33,160,101,142,130
"HMI56_004065-T1",91,247,271,221,371,354,959,456,1319,160,1651,1402,1308,2324
"HMI56_004067-T1",38,64,62,63,102,92,310,169,170,27,260,143,215,228
"HMI56_004071-T1",32,70,101.657,100,103,98.3237,603,331,118,43,262,178,241,281
"HMI56_004075-T1",12.5238,75.3783,52.7449,63.5506,75.0434,62.8538,214.313,54.34,129.491,55.0864,197.348,111.352,167.314,180.255
"HMI56_004076-T1",0,1,0,0,0,0,2,0,0,0,0,0,0,0
"HMI56_004077-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004084-T1",62,115,93,101,139,114,83,36,139,30,167,102,121,136
"HMI56_004092-T1",385.135,802.256,687.611,646.536,1224.58,1058.2,4442.64,2837.42,1697.29,350.577,3013.15,2114.58,1609.55,2222.05
"HMI56_004093-T1",17,44,28,45,39,44,125,49,175,33,241,177,172,261
"HMI56_004094-T1",0,3,1,12,6,5,31,5,51,7,41,32,44,41
"HMI56_004101-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"HMI56_004103-T1",1,3,6,4,7,6,0,0,0,0,0,0,0,0
"HMI56_004106-T1",2,0,6,5,3,3,36,13,39,7,59,56,49,47
"HMI56_004112-T1",0,2,6.02311,0,0,2.18692,30.2694,21.9474,68.3239,12.457,125.26,68.3756,99.0832,116.725
"HMI56_004115-T1",0,0,0,0,2,0,2,0,0,0,1,0,0,0
"HMI56_004120-T1",9,40,20,31,50,50,57,24,72,15,155,113,107,146
"HMI56_004133-T1",2,0,2,0,0,0,4.54076,1.65407,2.36098,0,1.13976,3.51286,4.40574,1.23757
"HMI56_004135-T1",5,13,41,25,14,16,464,264,1107,220,1685,1147,1397,2186
"HMI56_004137-T1",45,117,128,130,177,145,564,312,495,84,638,405,485,511
"HMI56_004139-T1",98,423,345,313,531,445,934,448,861,112,948,649,684,759
"HMI56_004140-T1",83,135,139,172,242,235,174,114,378,74,451,343,376,333
"HMI56_004142-T1",3,1.68602,37.7178,21.6399,7.08032,6.26402,62.8347,40.6862,201.343,38.6364,282.648,191.8,238.818,262.04
"HMI56_004152-T1",0,0,0,0,0,0,0,0,1.50341,0,0,0,1.63178,1.41035
"HMI56_004153-T1",121,267,281,326,371,350,1162,598,1229,175,1068,664,858,677
"HMI56_004156-T1",5,26,39,32,30,39,152,58,220,15,161,126,127,126
"HMI56_004157-T1",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"HMI56_004159-T1",5,5,20,22,6,9,467,243.847,215,32,119,69,128,126
"HMI56_004164-T1",244,603,333,365,811,799,361,218,204,27,419,286,828,572
"HMI56_004165-T1",0,0,0,2,0,0,2,1,11,0,36,21,82,86
"HMI56_004170-T1",74,241,228,295,318,303,1197,614,426,99,824,578,719,976
"HMI56_004171-T1",2,11,15,13,15,8,27,12,50,4,51,35,43,45
"HMI56_004172-T1",0,6,13,7,4,5,27,12,64,7,44,26,62,39
"HMI56_004173-T1",33,86,88,78,120,98,446,262,310,66,478,335,338,370
"HMI56_004174-T1",2.21594,0,0,0,2.83783,2.5877,12.4575,5.28368,0,0,9.27281,1.87404,2.04966,0
"HMI56_004178-T1",33,86,97,117,113,103,2570,1469,750,106,788,574,676,890
"HMI56_004180-T1",39.0836,105.979,94.9108,65.8358,138.462,82.6435,511.213,233.014,93.142,33.5968,300.776,199.842,219.133,284.086
"HMI56_004184-T1",30,95,175,199,104,90,419,195,969,151,1098,877,1000,907
"HMI56_004186-T1",1,3.15313,4.01414,4.53941,1.28157,2.26629,11.2943,0,31.2073,0,18.8628,10.3696,20.0415,8.84784
"HMI56_004187-T1",5.39338,55.1676,46.8493,65.0654,60.3893,44.4179,124.642,61.4235,153.938,29.0354,169.149,104.765,140.979,154.333
"HMI56_004188-T1",54,139.08,100,128,147.49,119.965,207.577,90.6905,303.834,42,299.304,202.141,178.349,237.173
"HMI56_004192-T1",0,0,5,1,1,2,0,0,0,0,0,0,1,3
"HMI56_004193-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004196-T1",34,87.7637,113.547,110.442,153.809,134.722,422.543,215.742,363.896,47.3622,538.652,350.522,381.362,415.939
"HMI56_004197-T1",1,0,4,2,4,1,23.7494,11.3424,82.4718,6.00639,94.1071,94.6186,101.715,99.2361
"HMI56_004201-T1",0,0,2,0,0,0,3,0,82,8,201,144,110,114
"HMI56_004203-T1",98.9867,177.485,74.3007,117.599,214.475,206.264,1454,823,275,53,404,290,257,360
"HMI56_004204-T1",6.4684,26.7878,18.2655,10.6588,22.5022,18.9425,88.0218,66.1928,32.7258,0,120.824,77.1307,91.4884,78.2697
"HMI56_004206-T1",115,361,272,349,400,419,273,108,239,62,248,147,227,233
"HMI56_004207-T1",22.4713,25.698,41.1172,41.7335,35.1279,30.5338,163.73,99.6318,246.674,20.6584,246.826,174.243,158.387,207.446
"HMI56_004211-T1",0,0,0,0,3,0,5,3,3,0,10,9,4,3
"HMI56_004215-T1",48,92,102,103,173,119,242,131,541,89,920,678,612,835
"HMI56_004217-T1",5.25079,7.7992,21.4814,15.9479,17.5733,6.40991,9.72852,2.54131,13.9725,1,7.06519,7.68838,11.1693,8.47101
"HMI56_004220-T1",2,12,15,21,17,16,7,2,49,7,58,53,51,96
"HMI56_004223-T1",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HMI56_004228-T1",33,148,99,107,129,115,598,302,561,115,808,544,635,568
"HMI56_004230-T1",10,75,48,37,70,55,19,11,88,10,77,83,69,117
"HMI56_004231-T1",0,0,0,0,3,0,6,0,21,3,22,15,21,23
"HMI56_004233-T1",167,496,539,631,712,606,2225,1072,1034,212,1086,765,1155,1001
"HMI56_004234-T1",11,54,39,29,66,41,75,19,73,13,155,99,99,136
"HMI56_004237-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004238-T1",0,0,0,0,0,0,2,0,0,0,1,3,0,0
"HMI56_004243-T1",0,0,1,0,0,0,3,1,0,0,0,1,0,1
"HMI56_004245-T1",64,267,174,237,311,287,556,279,673,100,509,355,546,461
"HMI56_004248-T1",16.035,63.5671,32.0714,62.641,70.8532,78.4718,195.367,108.543,134.63,36.76,342.411,214.264,256.953,296.748
"HMI56_004251-T1",0,1,15,11,0,6,39,11,47,4,54,38,63,58
"HMI56_004258-T1",93,218,152,213,295,279,202,117,285,85,510,333,428,452
"HMI56_004262-T1",0,0,0,0,0,0,2,0,1,0,3,2,0,1.47434
"HMI56_004263-T1",0,0,0,0,0,0,0,0,0,0,2.32803,0,3.9619,1
"HMI56_004266-T1",95,208,200,240,356,319,1084,556,833,148,1173,894,862,1406
"HMI56_004268-T1",0,2,4,0,0,1,46,16,68,17,115,102,91,141
"HMI56_004271-T1",0,2.04991,0,0.580589,0,3.81544,0,0,0,0,0,0,0,0
"HMI56_004272-T1",302.591,1119.96,1653.93,1499.61,1625.32,1353.03,7166.01,2627.96,7145.63,1226.25,6189.58,3954.75,6108.5,5043.72
"HMI56_004273-T1",6,31,22,37,42,18,75,39,14,3,89,61,66,103
"HMI56_004275-T1",61,180,122,146,235,239,395,156,274,80,642,430,505,674
"HMI56_004279-T1",53,169,175,202,244,255,666,356,778,156,983,722,809,1187
"HMI56_004284-T1",5,5,3,6,7,5,85,36,11,3,20,21,29,27
"HMI56_004285-T1",19.7637,37.1282,49.4186,67.1724,68.4172,69.3717,212.573,144.952,35,20,216.183,143.352,153.812,196.526
"HMI56_004292-T1",31,71,105,91,120,113,1066,555,330,61,467,298,386,522
"HMI56_004299-T1",62,156,112,171,278,212,233,117,395,57,503,372,309,326
"HMI56_004302-T1",12,22,48,66,26,26,0,0,0,0,0,0,0,0
"HMI56_004305-T1",55,158,119,93,224,195,912,447,479,55,679,465,488,549
"HMI56_004312-T1",99,258,262,305,457,386,683,289,637,105,1376,1052,857,1260
"HMI56_004313-T1",16,43,61,52,42,46,186,85,240,41,298,213,194,337
"HMI56_004314-T1",3,9,6,6,7,23,54,22,35,10,26,24,29,29
"HMI56_004316-T1",8,18,36,39,33,36,171,74,137,27,192,127,138,206
"HMI56_004317-T1",5,8,13,19,16,11,57,26,10,1,61,28,34,64
"HMI56_004318-T1",2,16,26,34,28,25,120,55,209,55,269,195,296,434
"HMI56_004325-T1",3,3,35,33,9,11,199,79,389,47,580,419,429,630
"HMI56_004327-T1",53,209.617,161,162.723,247,168.162,1685.9,741.885,338.797,67,628,407,499.703,527.846
"HMI56_004330-T1",0,0,0,6,0,0,12,4,22,3,43,29,22,19
"HMI56_004331-T1",0,0,0,1,0,0,4,2,2,0,8,3,5,7
"HMI56_004332-T1",27,99,130,124,116,84,388,199,781,106,828,514,661,733
"HMI56_004340-T1",31,83,98,100,92,106,1509,830,362,59,383,289,370,307
"HMI56_004342-T1",4,11,14,21,17,4,51,23,410,55,900,613,514,456
"HMI56_004344-T1",0,0,0,1,1,5,0,0,0,0,0,0,0,0
"HMI56_004345-T1",1,7,5,10,11,10,35,22,33,2,54,47,43,45
"HMI56_004346-T1",11,20.8583,22.2025,31.4471,22.8229,37.7086,70.289,27.9653,115.607,34,201.793,123.954,127.341,180.113
"HMI56_004348-T1",17.3562,42.2556,49.0242,49.2163,64.8397,53.6648,245.365,128.872,139.14,24,163.554,136.687,154.526,206.57
"HMI56_004352-T1",538,1497,1933,2000,2025,1903,3462,1872,4062,977,7443,5423,6578,7775
"HMI56_004354-T1",25.9117,69.7697,54.2297,62.6449,81.2832,80.908,285.129,109.74,89.7764,26.3129,178.91,134.29,153.508,141.699
"HMI56_004355-T1",47,117,109,127,169,156,1059,506.417,371,49,526,398,441,430
"HMI56_004356-T1",273,670,513,484,942,911,1317,620,941,149,2134,1620,1007,1525
"HMI56_004357-T1",44,82,64,56,140.467,154,484.506,236.562,241,22,367,291.49,203.194,322.836
"HMI56_004358-T1",15,29,29,22,45,33,259.294,125,22,12,60,43,37,73
"HMI56_004359-T1",0,0,0,0,0,0,2,0,15,2,20,18,21,19
"HMI56_004367-T1",27,78,54,76,101,87,346,176,170,38,373,253,284,347
"HMI56_004369-T1",26,33.3218,36.188,46.2156,43.2943,52.5717,174.402,87.1764,121.168,21,206.594,135.189,150.713,217.341
"HMI56_004370-T1",61,119,122,120,163,155,752,378,514,63,685,492,479,907
"HMI56_004375-T1",7.16142,40.0497,40.0116,45.4916,30.3152,38.3184,108.627,57.6363,66.7005,15.8877,138.296,117.111,149.03,305.073
"HMI56_004382-T1",2,5,9,13,15,12,56,33,82,10,73,53,56,70
"HMI56_004389-T1",1.98986,10.9858,14.2955,25.762,9.20028,7.40621,17.8917,12.3625,17.3922,2.51753,34.9603,37.3016,20.2885,4.22871
"HMI56_004390-T1",83,219,178,230,312,258,584,270,364,48,389,271,336,302
"HMI56_004391-T1",11.8489,24.2217,39.7999,34.6226,25.6478,29.4843,76.9347,42.1896,136.94,29.2638,158.973,115.632,105.156,125.352
"HMI56_004396-T1",81,181,192,220,254,213,878,439,462,109,803,511,577,525
"HMI56_004398-T1",0,8.41123,0,1.65255,0,0,8.97874,4.62979,5.0146,0,0,7.0944,2.81741,6.96065
"HMI56_004399-T1",20.9155,69.0244,95.4756,123.063,108.819,117.25,464.399,265.446,931.552,126.856,836.648,679.382,603.426,513.865
"HMI56_004400-T1",26,61,50,60,88,86,285,154,226,31,321,228,243,312
"HMI56_004401-T1",88,224.956,219.827,307,343,370,2948.76,1477.53,953.703,172,1580,1077.88,1509,1524.84
"HMI56_004402-T1",2,5.71748,10.7561,15.004,11.1162,6.37241,12.4174,5.48188,51.201,7.05795,48.4493,36.579,47.6228,53.4797
"HMI56_004404-T1",63,144,124,142,186,183,671,337,353,60,556,358,341,411
"HMI56_004408-T1",59.9412,201.943,266.241,189.922,296.771,278.672,302.993,181.179,273.031,102.027,669.904,437.999,577.316,579.918
"HMI56_004416-T1",2,1,1,0,1,1,0,0,0,0,0,0,0,0
"HMI56_004417-T1",0,0,0,0,0,0,0,0,2.46304,6.16248,3.20928,1.85116,1.78391,8.11334
"HMI56_004422-T1",6.60127,0,6.95946,3.85597,12.717,0,11.5822,3.81093,26.0002,3.02068,16.7356,14.7763,29.6628,22.0072
"HMI56_004428-T1",0.0594236,0,17.5009,2.65839,0.00402524,5.98982e-08,47.6221,13.094,0,1.46174e-06,0,0,0,0
"HMI56_004431-T1",2.04006,15.796,10.3718,30.0942,29.2768,27.3276,117.132,37.1223,66.3724,9.46279,86.0366,55.6533,108.38,78.7068
"HMI56_004442-T1",1,8,5,10,11,5,4,0,4,2,13,9,9,14
"HMI56_004443-T1",0,2,0,2,0,0,11,7,19,0,25,19,19,27
"HMI56_004444-T1",84,252,232,259,345,294,938,445,781,88,1228,861,985,1253
"HMI56_004446-T1",21,68,45,48,60,65,121,62,239,22,277,204,226,246
"HMI56_004449-T1",7,41,37,33,50,56,104,37,183,20,176,119,142,127
"HMI56_004450-T1",4,5.83839,23.3911,13.7633,18.0441,19,17.0608,6.6867,40.6399,4,40.2094,36.7768,44.5013,41.0749
"HMI56_004452-T1",15.5927,42,37.843,48.0764,58.3811,79.4839,357.21,178.989,133.594,14.8118,233.084,190.434,162.812,185.756
"HMI56_004454-T1",23,109,162,171,121,93,596,238,1156,218,1677,1238,1519,1981
"HMI56_004455-T1",3,1,1,1,3,6,22,13,22.0052,0,44.0654,22.6441,26.6186,32.1105
"HMI56_004462-T1",103,209,182,208,316,300,224,140,363,94,573,381,547,893
"HMI56_004469-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004470-T1",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"HMI56_004471-T1",0,0,0,0,2,0,0,0,0,0,0,0,1,0
"HMI56_004473-T1",1,1,6,1,0,0,1,0,0,0,0,0,0,0
"HMI56_004474-T1",50,120,137,114,185,194,1356,677,480,72,740,540,467,779
"HMI56_004477-T1",144,364,311,316,457,426,1108,611,1508,232,1767,1293,1345,2262
"HMI56_004482-T1",17,56,65,47,53,35,581,239,387,51,339,274,345,286
"HMI56_004483-T1",5.68966,18.984,13.8953,10.541,15.5159,30.2641,111.471,71.2189,7.87463,3.10444,43.8806,33.9424,56.3006,103.919
"HMI56_004485-T1",0,17,9,11,10,15,34,6,76,11,105,93,74,112
"HMI56_004486-T1",115,294,253,262,463,365,518,261,626,100,1019,763,715,1188
"HMI56_004490-T1",1,0,0,0,0,0,5,4,21,4,38,19,22,24
"HMI56_004491-T1",17,67,73,81,81,80,500,222,261,42,311,231,220,277
"HMI56_004493-T1",0,1.51528,3.19544,3.57168,3.39405,0,7.09097,2.08532,8.58929,1,8.37846,4.92892,0,3.97269
"HMI56_004494-T1",36,106,85,88,151,120,157,81,210,28,292,200,213,288
"HMI56_004497-T1",0,1,0,3,0,0,51.6477,30.3836,26.6004,12,62.3662,37.5524,36,27.5477
"HMI56_004498-T1",604,1847,1003,936,2541,2245,8604,4243,2646,456,4663,3110,2574,3925
"HMI56_004499-T1",0,4,1,6,3.66885,10,0,0,0,0,0,0,0,0
"HMI56_004500-T1",12.4474,48.7031,52.0953,31.2127,83.4279,48.0251,217.004,70.2206,65.7197,21.3744,141.236,89.8761,113.35,122.068
"HMI56_004507-T1",26.7597,83,96,91,115,109,138.18,60.7066,265.53,22,307.418,229,212.318,157
"HMI56_004510-T1",423,1029,985,1028,1454,1454,4489,2250,2434,523,4671,3452,3275,4898
"HMI56_004516-T1",19,57,58,66,68.0289,64,484.046,259,464,78,434,310,318,327
"HMI56_004519-T1",16,57,89,70,49,61,533,211,362,46,400,303,294,345
"HMI56_004521-T1",32,65,87,101,120,118,491,248,345,56,404,276,277,342
"HMI56_004525-T1",0,0,1,1,0,2,0,0,0,0,0,0,0,0
"HMI56_004528-T1",13.7755,59.6332,52.1886,54.3908,55.8023,58.7402,311.362,109.548,195.372,17.047,201.112,124.805,228.112,174.982
"HMI56_004529-T1",4,4,11,5,6,11,23,16,63,10,74,70,109,94
"HMI56_004538-T1",2,3,9,5,3,12,10,4,10,4,12,6,13,8
"HMI56_004540-T1",47,87,71,97,152,141,172,78,261,44,331,233,239,240
"HMI56_004548-T1",102,202,192,170,311,281,524,264,623,116,1060,718,795,1321
"HMI56_004552-T1",0,0,1.40613,6.13579,1.04459,2.30174,11.4488,9.52122,19.9441,9.04326,38.9582,25.6432,38.7121,47.407
"HMI56_004554-T1",16,69,56,44,34,53,220,100,111,16,115,61,154,119
"HMI56_004564-T1",34,86,102.469,124,103.408,97,328.285,183.904,363,68.2413,372.738,247,260.917,259.029
"HMI56_004567-T1",10,23,22,31,22,30,26,10,69,10,109,77,59,50
"HMI56_004569-T1",102,290,282,342,357,352,775,409,1165,165,1260,841,1061,929
"HMI56_004571-T1",18,50,58,49,72,68,396,224,250,40,229,166,189.6,236
"HMI56_004580-T1",3,19,13,19,19,22,100.651,46,164,23,324.662,168,168,167
"HMI56_004582-T1",1005,2360,2156.81,2106.31,3399.34,3079.7,3397.32,1548.34,3799.13,563,7054.67,4871.31,4695.93,5733.16
"HMI56_004583-T1",84,270,262,237,380,359,468,220,794,119,1099,786,806,1152
"HMI56_004584-T1",18,59,41,75,80,64,87,38,34,16,121,97,101,110
"HMI56_004585-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004586-T1",1,2,0,0,2,2,0,0,0,0,0,0,0,0
"HMI56_004587-T1",0,5,1,2,1,1,2,0,8,0,4,5,16,3
"HMI56_004588-T1",53,150,159,213,194,212,1339,689,575,119,681,392,557,614
"HMI56_004589-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004595-T1",4,22,55,58,20,20,442,238,218,66,381,253,343,342
"HMI56_004596-T1",165.755,354.912,337.08,452.552,506.87,515.873,638.605,275.252,1398.02,182.687,1695.36,1123.09,1324.87,1663.35
"HMI56_004598-T1",0,0,0,0,2,0,0,0,17,3,120,69,41,52
"HMI56_004600-T1",33,102,68,88,134,122,244,106,415,61,595,478,493,861
"HMI56_004602-T1",51,106,148,131,260,203,489,238,585,67,816,537,649,946
"HMI56_004605-T1",71,180,117,144,201,182,322,134,246,75,403,308,386,331
"HMI56_004607-T1",5,29,25,37,23,23,72,33,141,18,180,144,104,151
"HMI56_004608-T1",0,2,0,0,0,0,0,0,0,0,0,0,1,0
"HMI56_004612-T1",2,4,3,6,1,0,7,3,19,0,178,109,443,276
"HMI56_004613-T1",3,18,21,24,7,19,110,51,364,77,509,318,402,552
"HMI56_004615-T1",15,44,29,51,46,48,458,268,293,45,349,216,202,262
"HMI56_004623-T1",0,2.47582,0,4.04854,0,6.07749,5.69486,0,0,0,0,0,7.19084,0
"HMI56_004625-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004627-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMI56_004635-T1",34.501,114.194,74.0301,87.9132,124.008,142.114,738.597,364.749,557.996,69.5493,606.744,416.231,518.825,513.021
"HMI56_004636-T1",8.93348,19.8234,11.6575,7.60613,23.1521,29.7139,144.681,73.6507,66.2438,12.0591,129.072,76.4332,92.8222,121.429
"HMI56_004637-T1",14.8671,68.0125,61.3661,71.7068,34.2426,52.5806,94.4412,50.8298,114.356,28.1939,195.024,126.1,135.637,143.762
"HMI56_004638-T1",30,104,69,79,103,115,67,23,477,45,913,595,656,818
"HMI56_004640-T1",0,0,1,0,0,2,0,0,0,0,0,0,0,0
